tx	gene_id	H2	H27	H45	H47	H56	H74	H87	H91
ENST00000537826	ENSG00000111181	0	0	0	11.208334	0	0	0	42.285201
ENST00000538424	ENSG00000111181	3.211981	0	0	10.842003	0	5.094294	0	191.69152
ENST00000445055	ENSG00000010379	0	0	0	0	1.20169	0.615576	1.703351	0
ENST00000343164	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000539668	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000542379	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000543722	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000542947	ENSG00000010379	0	0	0	0	4.718773	0	0	0
ENST00000546319	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000536842	ENSG00000010379	0	0	0	0	0	0	0	5.927718
ENST00000534887	ENSG00000010379	0	0	0	0	0	0	0	49.941776
ENST00000539260	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000542272	ENSG00000010379	0	0	0	0	0	0	0	0
ENST00000540868	ENSG00000255746	0	0	0	0	0	0	0	0
ENST00000436453	ENSG00000010379	2.572286	0	1.365933	1.304856	6.101866	3.719322	5.136405	67.868744
ENST00000570140	ENSG00000261799	36.638323	74.407327	131.35997	97.485598	111.866453	57.861353	110.28107	392.921459
ENST00000703815	ENSG00000290285	0	0	0	0	0	0	0.986581	57.101309
ENST00000399788	ENSG00000073614	271.732488	419.838813	700.495619	702.282711	625.837498	483.652789	621.813867	1154.455289
ENST00000540838	ENSG00000073614	24.934575	63.665555	72.892712	91.953671	56.945393	77.724518	44.15783	113.169017
ENST00000540156	ENSG00000073614	0	0	0	27.352705	0	0	15.190916	0
ENST00000544760	ENSG00000073614	56.780935	117.557039	121.100485	193.328785	213.819844	134.434802	217.112461	263.446866
ENST00000535269	ENSG00000073614	21.391766	47.110057	63.888705	28.620338	67.647507	16.059615	23.931164	123.500243
ENST00000541335	ENSG00000073614	31.919264	45.397273	109.377343	48.866547	142.316591	8.846854	94.431034	290.3788
ENST00000540168	ENSG00000073614	31.343459	81.821148	64.786327	68.533104	65.775316	51.852785	80.316333	235.789192
ENST00000544777	ENSG00000073614	12.941478	45.929934	53.816694	64.937859	88.334159	27.302502	102.278523	135.206959
ENST00000535014	ENSG00000073614	59.105044	131.436317	225.166761	607.535262	879.549087	823.034355	76.964382	0
ENST00000536014	ENSG00000073614	15.297723	17.066859	35.900734	45.94982	3.730448	14.560124	62.584984	32.131586
ENST00000543507	ENSG00000073614	0	0	0	7.485658	5.779996	0	0	0
ENST00000537453	ENSG00000120647	0	0	0	0	0	0	0	0
ENST00000540180	ENSG00000120647	0	2.218759	2.499337	0	5.493975	6.995473	0	0
ENST00000422000	ENSG00000120647	0	0	9.209237	3.899916	11.469337	9.853209	30.829403	0
ENST00000535052	ENSG00000120647	0	0	0	0	0	0	0	14.900713
ENST00000543504	ENSG00000120647	0	0	0	0	0	0	0	0
ENST00000540344	ENSG00000120647	0	20.836163	9.543482	0	4.233209	0	0	52.882382
ENST00000412006	ENSG00000120647	10.846471	7.944103	37.526842	0	0	7.067936	0	46.832808
ENST00000239830	ENSG00000120647	0	14.814211	4.802476	23.886208	0	8.28007	0	38.942277
ENST00000535959	ENSG00000120647	2.790153	0	0	4.62157	0	0	5.951104	18.228619
ENST00000538160	ENSG00000120647	2.150287	8.069756	8.042165	12.51766	9.552466	4.093415	7.297907	85.77772
ENST00000540118	ENSG00000120647	0	49.417303	11.36777	0	0	26.363896	0	0
ENST00000537286	ENSG00000120647	0	0	0	30.713237	18.150722	9.350684	0	0
ENST00000266383	ENSG00000139044	0	1.218392	0.884995	0	1.348215	0	1.801372	8.519078
ENST00000535680	ENSG00000139044	0	0	0	0	0	0	0	0
ENST00000544638	ENSG00000139044	0	0	0	0	0	0	0	0
ENST00000540836	ENSG00000139044	0	0	0	0	0	0	0	0
ENST00000322843	ENSG00000139044	0.448545	0	0	0	0.666299	0	3.87815	0
ENST00000647602	ENSG00000139044	0	0	0	0.819776	0	2.514357	0	0
ENST00000535402	ENSG00000139044	11.403644	1.867777	3.93264	4.800379	11.396616	18.075817	1.980721	33.195339
ENST00000305108	ENSG00000171840	95.85552	553.304446	156.777623	319.786838	137.427177	218.519144	423.15666	931.319528
ENST00000662884	ENSG00000171840	0	0	21.162086	0	4.202518	18.576593	0	18.906052
ENST00000397265	ENSG00000171840	54.058056	8.373365	49.488118	184.03023	132.704456	25.177039	144.148035	394.272064
ENST00000542920	ENSG00000171840	134.369035	788.51065	191.681878	279.621723	143.586369	254.282686	392.576213	841.926204
ENST00000433832	ENSG00000171840	2.816613	15.474165	6.888624	14.604614	5.986132	3.97682	11.782031	95.730449
ENST00000537416	ENSG00000171840	0	13.961902	0	0	0	0	0	0
ENST00000538943	ENSG00000256020	0	4.04953	0	0	0	7.565676	5.223132	16.136685
ENST00000702725	ENSG00000256020	10.938332	369.064019	0	230.674918	180.499448	259.79386	99.072731	728.838207
ENST00000459238	ENSG00000238370	0	0	0	0	0	0	0	0
ENST00000538067	ENSG00000255825	4.820205	0	0	0	0	0	0	0
ENST00000666212	ENSG00000177406	0	4.380453	0	0	0	0	0	0
ENST00000537514	ENSG00000177406	20.987533	2.913476	8.01043	32.284994	8.289659	0	6.200942	52.386245
ENST00000543884	ENSG00000177406	0	0	4.450363	0	0	0	20.291729	39.667463
ENST00000318291	ENSG00000177406	49.341961	98.468473	82.529836	153.077502	87.281157	48.745839	85.441935	106.203721
ENST00000655409	ENSG00000177406	0	0	0	0	0	0	0	0
ENST00000670735	ENSG00000177406	18.709503	32.743903	36.153218	85.20579	61.334906	35.88261	67.80556	87.593221
ENST00000662519	ENSG00000177406	5.008787	2.469654	0	5.837951	3.149994	1.11963	6.11579	0
ENST00000541881	ENSG00000256672	0	0	0	0	0	0	0	0
ENST00000315939	ENSG00000060237	0	178.936978	12.389869	17.108457	0	16.986243	25.438306	0
ENST00000340908	ENSG00000060237	33.121616	99.357771	76.995691	85.356301	75.438729	64.917442	103.14427	212.996263
ENST00000535572	ENSG00000060237	46.157818	150.209834	118.325173	122.544218	110.929963	136.623647	86.93188	415.086584
ENST00000530271	ENSG00000060237	0	0	0	0	0	0	0	0
ENST00000537687	ENSG00000060237	1.289619	10.311659	28.510661	19.690676	0	0.958502	10.243869	60.881228
ENST00000447667	ENSG00000060237	4.887837	29.197921	13.197572	15.939211	6.137106	21.063345	20.166295	25.855931
ENST00000408512	ENSG00000221439	0	0	0	0	0	0	0	0
ENST00000540360	ENSG00000060237	56.802258	236.758185	112.962086	143.147164	37.281385	88.152902	130.328708	312.798585
ENST00000675631	ENSG00000060237	32.569367	34.190703	57.367289	72.854848	70.805629	43.564518	46.354127	258.321991
ENST00000676347	ENSG00000060237	12.410854	56.689714	54.703342	60.850985	37.819209	25.863299	37.101552	390.788239
ENST00000545285	ENSG00000060237	0	0	14.049557	0	0	0	0	0
ENST00000535698	ENSG00000060237	0	0	0	0	0	0	9.077864	0
ENST00000648642	ENSG00000285704	0	0	0	0	0	0	0	9.744
ENST00000674810	ENSG00000060237	50.384836	74.632435	113.428162	100.075385	76.005163	67.859499	119.891007	234.020466
ENST00000574679	ENSG00000060237	0	0	0	0	0	0	0	0
ENST00000675236	ENSG00000060237	26.446934	28.298149	52.206739	54.096583	45.811746	57.168997	53.493825	205.015745
ENST00000542543	ENSG00000060237	57.689382	151.301147	62.627095	46.454739	61.292127	117.411749	124.326291	123.151627
ENST00000545055	ENSG00000060237	38.614752	69.028758	59.746928	42.677535	71.810835	48.78883	65.758015	305.571195
ENST00000534872	ENSG00000060237	9.719591	0	0	16.399156	4.958552	0	0	0
ENST00000542424	ENSG00000060237	1.295115	20.871568	14.657898	4.305824	11.179509	14.987439	5.403703	53.313793
ENST00000537603	ENSG00000060237	0	0	26.872889	4.147806	15.56338	3.778401	11.216726	64.531472
ENST00000544559	ENSG00000060237	0	0	0	0	0	0	0	0
ENST00000540885	ENSG00000060237	0	0	21.421208	26.091308	3.411892	0	7.809239	25.764324
ENST00000358495	ENSG00000002016	8.364576	19.37239	27.324943	8.677387	16.294445	15.230263	10.921352	33.792177
ENST00000228345	ENSG00000002016	0.49979	10.875201	5.160082	0	2.680491	4.678668	2.948148	4.638684
ENST00000468231	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000481052	ENSG00000002016	0.966098	6.60513	7.417496	6.560715	0	0	0	19.300542
ENST00000430095	ENSG00000002016	0	0	0	1.950949	0	0	0	0
ENST00000488642	ENSG00000002016	2.151517	3.452978	5.548385	2.109712	1.694774	1.115759	3.860487	5.821108
ENST00000535376	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000542297	ENSG00000002016	4.533433	8.540301	0	0	24.031635	0	0	40.680161
ENST00000543912	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000461568	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000463750	ENSG00000002016	0	9.650958	2.891667	0	2.286208	2.765281	0	3.876942
ENST00000536177	ENSG00000002016	0	0	0	0	0	1.500769	0	0
ENST00000542584	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000545564	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000545967	ENSG00000002016	0	0	0	0	0	0	0	0
ENST00000542785	ENSG00000002016	5.703726	0	16.562118	0	0	5.975125	0	0
ENST00000397230	ENSG00000002016	0	9.319291	0	15.966034	0	33.572503	0	16.338474
ENST00000544742	ENSG00000002016	5.023436	19.786578	0	0	11.197073	12.085932	0	21.715966
ENST00000541619	ENSG00000002016	0	0	0	0	11.383236	0	0	0
ENST00000503602	ENSG00000250132	0.748592	0	2.710281	1.110679	0.343023	3.526789	0.488324	34.190151
ENST00000545629	ENSG00000250132	0	0	0	0	0	0	0	0
ENST00000539259	ENSG00000250132	0	9.439698	0	0	4.489014	0	0	0
ENST00000543290	ENSG00000250132	2.689029	0	4.657651	0	0	0	0	0
ENST00000611180	ENSG00000082805	0	70.293735	155.771459	56.047231	55.816891	80.98247	37.852348	88.97179
ENST00000543086	ENSG00000082805	0	16.732152	0	0	0	0	0	0
ENST00000360905	ENSG00000082805	8.117444	0	31.314997	18.095556	15.77707	16.228088	8.337182	104.662462
ENST00000691018	ENSG00000082805	16.065312	9.828429	29.178214	26.533793	9.573109	5.659869	1.286172	60.056626
ENST00000690948	ENSG00000082805	0	25.639976	49.648476	8.209151	9.077905	25.217718	0	0
ENST00000545318	ENSG00000082805	1.712332	0	0	0	0	0	7.418029	0
ENST00000542302	ENSG00000082805	0	0	0	0.606135	0	0	0	0
ENST00000546231	ENSG00000082805	0	11.276438	5.916166	0	2.267512	0	0	0
ENST00000347735	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000397203	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000692909	ENSG00000082805	6.332972	25.744255	29.690548	5.884257	14.23461	7.345922	7.989025	48.379247
ENST00000686476	ENSG00000082805	2.63009	3.431424	4.848753	2.328669	1.7644	1.897219	8.278066	20.629695
ENST00000690222	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000536573	ENSG00000082805	2.041252	8.536201	3.474816	1.132506	1.410856	0	1.280774	34.328506
ENST00000592048	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000440394	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000545948	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000589028	ENSG00000082805	3.313032	3.83355	8.686709	0	1.08743	0	2.372751	0
ENST00000589132	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000355446	ENSG00000082805	0	0	0	0	0	0	8.241221	5.441959
ENST00000538971	ENSG00000082805	0	0	0	0	0	5.017362	0	0
ENST00000689995	ENSG00000082805	0	8.012068	0	0	0	0	0	0
ENST00000539007	ENSG00000082805	25.362696	34.070299	39.278297	0	0	11.729902	0	0
ENST00000688324	ENSG00000082805	0	0	0	0	11.661746	0	36.565966	158.961415
ENST00000541503	ENSG00000082805	6.011802	9.307791	18.344594	0	12.52774	12.454087	5.777407	87.972914
ENST00000691177	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000616500	ENSG00000275811	0	0	0	0	0	0	0	6.99845
ENST00000588412	ENSG00000082805	0	0	0	0	0	0	17.576282	0
ENST00000544277	ENSG00000082805	0	0	0	0	0	0	0	0
ENST00000543263	ENSG00000082805	0	0	0	0	0	29.666059	0	0
ENST00000513082	ENSG00000249028	0	0	0	0	0.555045	0	0	7.193414
ENST00000537181	ENSG00000267285	0	18.368714	14.864594	0	6.776395	0	9.178007	28.084121
ENST00000539802	ENSG00000082805	2.962835	15.850166	8.579664	7.681697	18.430015	7.248053	5.771692	66.156718
ENST00000691140	ENSG00000082805	0.30589	3.004847	3.072052	0	0	0	0.744206	0
ENST00000515210	ENSG00000082805	0	6.986661	10.56243	6.711926	3.20474	0	0	26.63618
ENST00000543151	ENSG00000082805	2.031778	9.454806	9.904466	3.913299	2.531332	2.920378	1.636349	34.123404
ENST00000515614	ENSG00000249628	0	7.999128	1.757841	0	0	0	0	22.475864
ENST00000539198	ENSG00000111186	0	0	0	19.172445	0	0	0	0
ENST00000545811	ENSG00000111186	0	5.149872	0	0	0	0	0	0
ENST00000339235	ENSG00000171823	35.920919	78.946982	174.289328	52.013929	41.991718	80.720838	46.978325	114.043301
ENST00000537031	ENSG00000111186	0	0	0	0	4.242378	0	0	0
ENST00000543278	ENSG00000171823	10.035504	0	0	0	0	0	0	0
ENST00000538854	ENSG00000111186	16.251956	0	4.696023	26.822475	12.949013	25.26252	40.330227	123.516294
ENST00000310594	ENSG00000111186	2.20473	0.765549	4.157284	5.314341	1.109612	6.486765	5.984461	29.614008
ENST00000397196	ENSG00000111186	0	0	0	0	0	0	0	0
ENST00000543563	ENSG00000111186	0	0	0	0	0	0	0	0
ENST00000543071	ENSG00000111186	0.838351	0	2.196626	0	0	0	0	16.811948
ENST00000542408	ENSG00000111186	0	0	4.735026	0	0	0	0	0
ENST00000545747	ENSG00000111186	0	0	0	0	0	0	0	0
ENST00000700819	ENSG00000289832	0	0	0	0	0	0	0	15.346484
ENST00000577921	ENSG00000266043	0	0	0	0	0	0	0	0
ENST00000537545	ENSG00000006831	0	65.266606	0	5.902964	0	0	0	0
ENST00000357103	ENSG00000006831	91.039645	151.742684	220.781453	242.72989	122.245866	143.871969	152.640283	411.578397
ENST00000540974	ENSG00000006831	3.041415	0	5.355462	10.188415	4.948572	4.791034	0	60.141775
ENST00000603687	ENSG00000271500	0	0	0	0	0	0	0	20.400634
ENST00000650086	ENSG00000285627	0	0.374922	0	0	0	0	0	12.281718
ENST00000493072	ENSG00000243663	0	0	0	0	0	0	0	42.212823
ENST00000543456	ENSG00000006831	0	0	0	0	0	6.058101	0	0
ENST00000535774	ENSG00000006831	0	8.101989	6.387683	6.700882	20.812595	0	8.625472	0
ENST00000544470	ENSG00000006831	12.136886	13.236062	41.172303	22.752723	1.98084	3.922216	21.619785	66.013462
ENST00000537190	ENSG00000006831	11.60552	33.028948	42.733618	26.889595	14.790144	14.168169	41.969917	75.428295
ENST00000537784	ENSG00000151062	0	0	0	1.40824	0	0	7.232293	0
ENST00000382722	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000280663	ENSG00000151062	0.706736	5.495534	6.470873	1.490263	2.83388	1.680026	0.501806	11.965572
ENST00000444595	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000545595	ENSG00000151062	6.934338	3.681019	14.043775	10.996064	0	2.573773	0	44.161926
ENST00000538450	ENSG00000151062	0	3.999352	0	0	8.158105	0	4.950792	18.386453
ENST00000587995	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000585385	ENSG00000151062	0	13.788906	0	0	0	16.486717	0	0
ENST00000541444	ENSG00000151062	0	3.494725	0	0	0	0	0	0
ENST00000588077	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000538027	ENSG00000151062	0	0	14.656708	0	0	0	6.823309	0
ENST00000536846	ENSG00000151062	0	0	0	0	0	0	0	9.527472
ENST00000543405	ENSG00000151062	0	0	14.122211	14.342156	0	17.96253	9.148827	20.505282
ENST00000586184	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000588896	ENSG00000151062	16.544915	0	10.77225	0	0	5.839834	0	0
ENST00000585708	ENSG00000151062	0	0	0	1.590993	0	0	0	0
ENST00000536818	ENSG00000151062	2.348585	3.93676	12.776784	19.06974	0	0	14.804427	0
ENST00000537923	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000589502	ENSG00000151062	13.120199	17.628082	27.666671	6.240677	7.78568	19.71044	11.970721	39.120351
ENST00000541616	ENSG00000151062	11.93737	11.949346	22.619723	4.987027	9.262235	0	8.611286	70.912956
ENST00000541331	ENSG00000151062	4.303662	14.327188	32.155791	0	5.748367	10.577369	11.854944	0
ENST00000540728	ENSG00000151062	0	5.576236	0	0	0	28.868865	0	0
ENST00000542340	ENSG00000151062	4.219328	0	0	0	0	16.2734	0	0
ENST00000668721	ENSG00000287698	0	0	0	0	0	0	0	0
ENST00000585732	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000543818	ENSG00000166159	0	0	0.612125	0	0	0	0	2.691664
ENST00000545157	ENSG00000166159	0	0	0	0	0	0	0	14.710683
ENST00000542529	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000543730	ENSG00000166159	0	0	0	0	0	0	0	19.756139
ENST00000299194	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000544489	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000540378	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000539859	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000535041	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000546167	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000543694	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000546157	ENSG00000166159	0	0	0	0	0	0	0	0
ENST00000539048	ENSG00000151062	0	0	0	0	0	0	0	0
ENST00000590880	ENSG00000151062	0	0	0	0	0	0	0	60.591385
ENST00000544163	ENSG00000256706	23.236424	7.638412	17.828183	48.102528	27.097617	11.435477	73.760262	48.169333
ENST00000418006	ENSG00000235049	0	0	0	0	0	0	0	58.711558
ENST00000280665	ENSG00000151065	4.806279	31.413457	30.163339	10.036105	7.772838	12.008586	8.145083	53.03475
ENST00000543381	ENSG00000151065	0	3.564428	4.366584	5.34605	0	5.047312	0	0
ENST00000540622	ENSG00000151065	0	0	0	0	0	1.344772	0	26.763287
ENST00000536665	ENSG00000151065	0	0	0	0	0	0	23.830827	0
ENST00000541700	ENSG00000151065	2.083586	5.417192	1.8949	0	1.689641	3.22532	2.382055	0
ENST00000537725	ENSG00000151065	10.02989	0	30.847215	32.959247	0	16.065991	0	0
ENST00000682544	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000683781	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000682462	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000683840	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000683956	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000683824	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000535873	ENSG00000151065	15.779363	70.626357	89.388486	19.29249	19.184564	47.894926	23.548428	61.582467
ENST00000354425	ENSG00000203593	0	0	0	0	0	0	0	71.639956
ENST00000542984	ENSG00000256837	0	0	0	0	0	0	0	20.62163
ENST00000541871	ENSG00000151067	0	0	0	0	0	0	0	13.399536
ENST00000682867	ENSG00000151067	0	0	0	0	0	0	0	7.316335
ENST00000399634	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000406454	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000327702	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000347598	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399603	ENSG00000151067	0	0	1.435544	0	0	0	0	0
ENST00000399641	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399655	ENSG00000151067	0	0.358294	0	0.484618	0.074619	0.467748	0.213414	22.244393
ENST00000335762	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000682835	ENSG00000151067	0.178512	0	0	0	0	0	0	0
ENST00000673589	ENSG00000151067	0	0	1.922073	0	0	0	0	78.161735
ENST00000399617	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000672806	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000683482	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000480911	ENSG00000151067	0	0.384526	0.363215	0	0	0.204147	0.229346	26.6616
ENST00000682336	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000344100	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399591	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399595	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399597	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399601	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399606	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399621	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399629	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399637	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399638	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399644	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000399649	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000402845	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000682686	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000682152	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000613391	ENSG00000278255	0	0	0	0	0	0	21.669959	0
ENST00000669813	ENSG00000256025	0	0	0	0	0	0	0	6.885284
ENST00000544415	ENSG00000256025	0	0	0	0	0	0	0	0
ENST00000542680	ENSG00000256721	0	0	0	0	0	0	0	0
ENST00000648763	ENSG00000285555	0	0	0	0	0	0	0	10.231356
ENST00000649808	ENSG00000285734	0	0	1.946511	0	0	0	0	34.376958
ENST00000682343	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000491104	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000465278	ENSG00000151067	0	0	0	0	0	0	0	4.167727
ENST00000543559	ENSG00000256769	0	0	0	0	0	0	0	0
ENST00000496818	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000483136	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000684467	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000616390	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000682320	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000684317	ENSG00000151067	0	0	1.445862	0	0	0	0	11.085123
ENST00000492150	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000366455	ENSG00000203648	0	0	4.90334	0	0	0	0	55.938667
ENST00000465934	ENSG00000151067	0	0	0	0	0	2.264728	0	0
ENST00000545526	ENSG00000256271	5.968762	16.603299	46.691803	3.179579	3.030932	24.043719	12.385857	75.76918
ENST00000501371	ENSG00000246627	5.688676	24.231673	37.279362	7.354191	4.726496	18.312414	9.689484	49.934093
ENST00000684752	ENSG00000151067	0	0	0	0	0	0	0	0
ENST00000684233	ENSG00000151067	0	0	0.778309	0	0	0	0	26.845227
ENST00000544517	ENSG00000246627	1.4663	12.161558	28.799644	0	0	15.191173	5.977215	0
ENST00000541673	ENSG00000246627	0	0	0	0	0	0	0	0
ENST00000636122	ENSG00000256150	0	0	1.639406	0	0	0	0	12.516077
ENST00000637219	ENSG00000283587	0	0	0	0	0	0	0	45.061751
ENST00000613818	ENSG00000274659	0	0	1.128901	0	0	0	0	26.006732
ENST00000670289	ENSG00000274659	0	0	0	0	0	0	0	0
ENST00000686731	ENSG00000274659	0	0	0	0	0	0	0	0
ENST00000701181	ENSG00000274659	0	0	0	0	0	0	0	0
ENST00000540093	ENSG00000256150	0	0	0	0	0	0	0	0
ENST00000538799	ENSG00000256902	0	0	8.483839	0	0	0	0	63.935719
ENST00000536497	ENSG00000255669	0	0	0	0	0	0	0	0
ENST00000637160	ENSG00000255669	0	0	0	0	0	0	0	0
ENST00000468281	ENSG00000224438	0	0	0	0	0	0	0	21.196739
ENST00000538909	ENSG00000256030	0	10.704224	0	0	0	0	0	87.914563
ENST00000540428	ENSG00000256030	3.961995	6.770385	7.269161	0	6.805071	25.841219	0	53.835764
ENST00000001008	ENSG00000004478	17.052444	39.767722	46.768771	20.519449	15.173787	43.73641	24.408763	67.819028
ENST00000543769	ENSG00000004478	0	0	0	0	0	0	0	0
ENST00000630279	ENSG00000004478	0	0	0	0	0	0	0	0
ENST00000540260	ENSG00000004478	5.485439	6.817024	11.175012	4.266566	10.05948	4.04445	2.786207	42.541051
ENST00000538622	ENSG00000004478	3.739452	0	20.874748	0	0	0	5.878723	18.462592
ENST00000547834	ENSG00000258325	12.687854	21.743424	102.016762	22.344463	22.09999	34.800916	9.427514	57.926703
ENST00000547042	ENSG00000258092	0	0	0	0	0	0	0	0
ENST00000543037	ENSG00000004478	11.004042	37.300784	16.726533	0	13.622611	19.231184	12.721435	86.69346
ENST00000539181	ENSG00000004478	0	0	0	0	0	0	0	0
ENST00000544366	ENSG00000004478	0	0	0	0	0	0	0	0
ENST00000547794	ENSG00000258325	0	0	0	0	0	0	0	0
ENST00000552469	ENSG00000258325	0	0	0	0	0	0	0	0
